PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,FirstName,LastName,CabinSector,CabinRoom,CabinClass
5287_01,Earth,False,G/861/S,PSO J318.5-22,42.0,False,0.0,719.5296960295889,0.0,214.0,50.0,Shanya Webstephrey,1,Shanya,Webstephrey,G,861,S
5288_01,Earth,False,F/1081/P,*MISSING*,36.0,False,1.0,716.0,3.0,0.0,57.0,Thell Masquez,1,Thell,Masquez,F,1081,P
5290_01,Earth,False,F/1083/P,TRAPPIST-1e,31.0,False,1177.0,2.0,0.0,183.1057771923263,1.0,Bretty Patthews,0,Bretty,Patthews,F,1083,P
5291_01,Earth,False,G/854/P,55 Cancri e,27.0,False,3905.0,7.0,0.0,4.0,53.0,Luisy Gaington,0,Luisy,Gaington,G,854,P
5292_01,Europa,False,C/206/S,TRAPPIST-1e,25.0,False,0.0,4313.0,0.0,175.0,60.0,Celavar Galoquid,1,Celavar,Galoquid,C,206,S
5297_01,Earth,True,G/856/P,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,Candra Bushallert,1,Candra,Bushallert,G,856,P
5298_01,Earth,True,G/862/S,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,Rician Sweett,1,Rician,Sweett,G,862,S
5299_01,Earth,True,G/863/S,TRAPPIST-1e,16.0,False,0.0,0.0,0.0,0.0,0.0,Brina Coopezmaney,1,Brina,Coopezmaney,G,863,S
5300_01,Earth,True,G/864/S,55 Cancri e,51.0,False,0.0,0.0,0.0,0.0,0.0,Healle Klindsayer,1,Healle,Klindsayer,G,864,S
5301_01,Europa,True,B/181/P,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,Altara Pretive,1,Altara,Pretive,B,181,P
5301_02,Europa,True,B/181/P,55 Cancri e,31.0,False,0.0,0.0,0.0,0.0,0.0,Sadares Pretive,1,Sadares,Pretive,B,181,P
5303_01,Earth,False,*MISSING*,TRAPPIST-1e,9.0,False,0.0,0.0,0.0,0.0,0.0,Patoya Hoffergess,0,Patoya,Hoffergess,*MISSING*,*MISSING*,*MISSING*
5303_02,Earth,False,G/857/P,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,Loree Hoffergess,1,Loree,Hoffergess,G,857,P
5303_03,Earth,False,G/857/P,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,Jimmyn Lambleyoun,1,Jimmyn,Lambleyoun,G,857,P
5303_04,Earth,True,G/857/P,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,Yvonna Lambleyoun,1,Yvonna,Lambleyoun,G,857,P
5303_05,Earth,False,G/857/P,55 Cancri e,7.0,False,0.0,0.0,0.0,0.0,0.0,Ronia Lambleyoun,0,Ronia,Lambleyoun,G,857,P
5304_01,Mars,False,F/1019/S,TRAPPIST-1e,18.0,False,1744.0,0.0,8.0,8.0,0.0,Tench Brine,0,Tench,Brine,F,1019,S
5304_02,Mars,True,F/1019/S,*MISSING*,33.0,False,0.0,0.0,0.0,0.0,0.0,Jagles Brine,1,Jagles,Brine,F,1019,S
5305_01,Earth,False,F/1084/P,TRAPPIST-1e,23.0,False,0.0,2891.0,0.0,6.0,0.0,Elindy Simmonders,1,Elindy,Simmonders,F,1084,P
5307_01,Europa,True,B/204/S,TRAPPIST-1e,13.0,False,-94.88502035202663,0.0,0.0,0.0,0.0,Mirark Fuelisent,1,Mirark,Fuelisent,B,204,S
5310_01,Mars,False,F/1021/S,TRAPPIST-1e,32.0,False,4702.0,0.0,449.0,190.0,0.0,Dontch Terry,0,Dontch,Terry,F,1021,S
5312_01,Europa,True,B/182/P,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,Sulaton Prefule,1,Sulaton,Prefule,B,182,P
5313_01,Earth,False,F/1085/P,TRAPPIST-1e,23.0,False,0.0,491.0,0.0,61.0,0.0,Tracia Guezaley,1,Tracia,Guezaley,F,1085,P
5314_01,Europa,False,C/208/S,TRAPPIST-1e,25.0,*MISSING*,0.0,3625.0,0.0,0.0,168.0,Skatik Arible,1,Skatik,Arible,C,208,S
5315_01,Earth,False,F/1086/P,TRAPPIST-1e,18.0,False,454.0,0.0,0.0,324.0,0.0,Gwendy Toddleton,0,Gwendy,Toddleton,F,1086,P
5316_01,Mars,True,F/1087/P,55 Cancri e,23.0,False,0.0,0.0,0.0,0.0,0.0,Cats Ses,1,Cats,Ses,F,1087,P
5320_01,Europa,True,E/330/P,55 Cancri e,31.0,False,0.0,0.0,0.0,0.0,0.0,Errima Callower,1,Errima,Callower,E,330,P
5320_02,Europa,False,E/330/P,TRAPPIST-1e,32.0,False,0.0,1301.0,0.0,94.0,356.0,Hallah Opshoent,0,Hallah,Opshoent,E,330,P
5322_01,Mars,True,F/1090/P,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,-225.5412366189687,-231.94209572164522,Allift Parté,1,Allift,Parté,F,1090,P
5323_01,Mars,True,F/1091/P,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,-155.89619669119975,0.0,Coakey Cort,1,Coakey,Cort,F,1091,P
5325_01,Earth,False,F/1023/S,PSO J318.5-22,21.0,False,751.0,5.0,0.0,1.0,0.0,Wandy Blandez,1,Wandy,Blandez,F,1023,S
5326_01,Mars,True,F/1092/P,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,Wales Khart,1,Wales,Khart,F,1092,P
5327_01,Europa,False,B/183/P,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,0.0,0.0,Furudra Ticiay,0,Furudra,Ticiay,B,183,P
5330_01,Earth,False,F/1094/P,TRAPPIST-1e,20.0,False,0.0,0.0,708.0,101.0,0.0,Race Oconley,1,Race,Oconley,F,1094,P
5331_01,Earth,False,F/1095/P,TRAPPIST-1e,23.0,False,0.0,1.0,292.0,0.0,340.0,Coreen Woodgezalez,0,Coreen,Woodgezalez,F,1095,P
5333_01,Earth,False,G/862/P,TRAPPIST-1e,48.0,False,456.0,0.0,39.0,0.0,5.0,Vane Andley,1,Vane,Andley,G,862,P
5334_01,Earth,True,G/867/S,55 Cancri e,15.0,False,0.0,0.0,0.0,0.0,0.0,Besse Connon,1,Besse,Connon,G,867,S
5334_02,Earth,False,G/867/S,TRAPPIST-1e,30.0,False,0.0,674.0,39.0,0.0,10.0,Therly Connon,1,Therly,Connon,G,867,S
5337_01,Mars,False,F/1024/S,TRAPPIST-1e,40.0,False,286.0,0.0,2299.0,12.0,107.24557817156608,Rish Bre,1,Rish,Bre,F,1024,S
5340_01,Earth,False,G/868/S,TRAPPIST-1e,36.0,False,0.0,0.0,33.0,677.0,0.0,Cassa Carsoning,0,Cassa,Carsoning,G,868,S
5341_01,Earth,True,G/869/S,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,Jessa Greenez,1,Jessa,Greenez,G,869,S
5343_01,Mars,False,E/332/P,TRAPPIST-1e,17.0,False,13.0,0.0,565.0,367.0,1.0,Rahars Resty,0,Rahars,Resty,E,332,P
5344_01,Europa,False,C/168/P,55 Cancri e,38.0,False,0.0,439.0,0.0,434.0,10074.0,Sargin Prieress,0,Sargin,Prieress,C,168,P
5344_02,Europa,True,C/168/P,55 Cancri e,38.0,False,0.0,0.0,0.0,0.0,0.0,Dyonon Prieress,1,Dyonon,Prieress,C,168,P
5345_01,Mars,False,D/167/P,*MISSING*,14.0,False,809.0,0.0,59.0,0.0,0.0,Frunad Cheen,0,Frunad,Cheen,D,167,P
5345_02,Mars,False,E/333/P,TRAPPIST-1e,30.143225780487647,False,134.0,0.0,6.0,1450.0,0.0,Cops Cheen,0,Cops,Cheen,E,333,P
5346_01,Earth,False,E/334/P,TRAPPIST-1e,21.0,False,37.0,0.0,31.0,696.0,63.0,Tera Kaney,1,Tera,Kaney,E,334,P
5347_01,Europa,False,C/169/P,TRAPPIST-1e,18.0,False,0.0,3770.0,0.0,287.0,3491.0,Anton Caljoiry,0,Anton,Caljoiry,C,169,P
5348_01,Mars,False,D/168/P,TRAPPIST-1e,26.0,False,164.0,0.0,853.0,0.0,39.0,Money Sache,1,Money,Sache,D,168,P
5350_01,Europa,False,C/170/P,TRAPPIST-1e,35.0,False,25.0,866.0,0.0,3198.0,459.0,Atinon Foraud,0,Atinon,Foraud,C,170,P
5351_01,Mars,*MISSING*,F/1026/S,55 Cancri e,46.0,False,1082.0,80.0,1177.0,0.0,323.0,Hion Knike,0,Hion,Knike,F,1026,S
5353_01,Europa,True,B/205/S,55 Cancri e,13.0,False,0.0,0.0,0.0,0.0,0.0,Ranan Reelest,1,Ranan,Reelest,B,205,S
5353_02,Europa,False,B/205/S,TRAPPIST-1e,39.0,False,43.0,9365.0,144.0,0.0,118.0,Weidus Reelest,1,Weidus,Reelest,B,205,S
5354_01,Mars,False,D/161/S,PSO J318.5-22,49.0,False,1690.0,0.0,85.0,0.0,0.0,Panch Letty,0,Panch,Letty,D,161,S
5354_02,Mars,False,E/339/S,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,Bares Kraie,0,Bares,Kraie,E,339,S
5355_01,Earth,False,F/1098/P,TRAPPIST-1e,27.0,False,0.0,686.0,0.0,101.0,9.0,Kerrie Deckley,1,Kerrie,Deckley,F,1098,P
5355_02,Earth,True,G/865/P,TRAPPIST-1e,21.0,False,0.0,0.0,164.93700409385124,0.0,0.0,Verly Deckley,1,Verly,Deckley,G,865,P
5356_01,Earth,False,E/340/S,TRAPPIST-1e,29.0,False,0.0,32.0,0.0,4517.0,0.0,Julies Winsley,0,Julies,Winsley,E,340,S
5359_01,*MISSING*,False,F/1099/P,TRAPPIST-1e,27.0,False,0.0,45.0,225.0,14.0,519.0,Adammy Hinglendez,0,Adammy,Hinglendez,F,1099,P
5360_01,Mars,True,F/1100/P,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,0.0,0.0,Morms Nake,1,Morms,Nake,F,1100,P
5361_01,Earth,False,F/1101/P,PSO J318.5-22,18.0,False,0.0,301.79182510242583,0.0,150.0,0.0,Elica Brantuarez,1,Elica,Brantuarez,F,1101,P
5362_01,Europa,True,E/336/P,55 Cancri e,35.0,False,0.0,0.0,0.0,0.0,0.0,Meratz Prearright,1,Meratz,Prearright,E,336,P
5363_01,Mars,True,F/1102/P,TRAPPIST-1e,37.0,False,0.0,0.0,0.0,0.0,0.0,Crowk Apeau,1,Crowk,Apeau,F,1102,P
5365_01,Earth,False,E/337/P,TRAPPIST-1e,60.0,False,943.0,53.0,0.0,0.0,0.0,Pristy Whiters,0,Pristy,Whiters,E,337,P
5366_01,Europa,True,E/338/P,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,Asellan Calved,1,Asellan,Calved,E,338,P
5367_01,Europa,True,C/209/S,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,Mesonon Fruidy,1,Mesonon,Fruidy,C,209,S
5367_02,*MISSING*,False,C/209/S,TRAPPIST-1e,34.0,False,0.0,3195.0,0.0,102.0,1469.0,Dnocese Fruidy,1,Dnocese,Fruidy,C,209,S
5367_03,Europa,False,C/209/S,55 Cancri e,46.0,False,0.0,8221.0,0.0,1010.0,160.0,Anyonon Fruidy,1,Anyonon,Fruidy,C,209,S
5368_01,Earth,False,G/870/S,TRAPPIST-1e,18.0,False,0.0,0.0,55.0,2288.0,1.0,*MISSING*,0,*MISSING*,*MISSING*,G,870,S
5372_01,Mars,False,E/342/S,TRAPPIST-1e,38.0,False,688.1266799967234,0.0,363.0,7.0,3.0,Cings Mith,0,Cings,Mith,E,342,S
5374_01,Earth,False,F/1029/S,*MISSING*,29.0,False,0.0,61.0,942.0,2.0,0.0,Candyn Loverthyo,1,Candyn,Loverthyo,F,1029,S
5375_01,Europa,True,C/210/S,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,Scharab Tramsor,1,Scharab,Tramsor,C,210,S
5375_02,Europa,True,C/210/S,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,Quarke Tramsor,1,Quarke,Tramsor,C,210,S
5378_01,Europa,False,C/173/P,TRAPPIST-1e,30.0,False,0.0,95.0,0.0,1202.0,5558.0,Cellum Alenter,0,Cellum,Alenter,C,173,P
5379_01,Earth,False,F/1030/S,TRAPPIST-1e,42.0,False,0.0,0.0,8.0,3409.0,0.0,Kyley Meyersones,0,Kyley,Meyersones,F,1030,S
5380_01,Mars,False,F/1104/P,TRAPPIST-1e,36.0,False,386.0,0.0,756.0,6.0,0.0,Hark Kité,0,Hark,Kité,F,1104,P
5383_01,Earth,False,F/1105/P,55 Cancri e,23.0,False,253.0,0.0,1175.0,3.0,180.01620387912465,Kyley Foxter,0,Kyley,Foxter,F,1105,P
5384_01,Europa,False,A/65/S,TRAPPIST-1e,34.0,True,0.0,5210.0,0.0,1332.0,2.0,Polam Dinger,1,Polam,Dinger,A,65,S
5384_02,Europa,False,A/65/S,TRAPPIST-1e,26.0,False,0.0,4894.0,0.0,62.0,85.0,Sulatik Dinger,1,Sulatik,Dinger,A,65,S
5385_01,Mars,False,D/170/P,TRAPPIST-1e,31.0,False,2048.0,0.0,1040.0,136.0,0.0,Hon Cako,0,Hon,Cako,D,170,P
5387_01,Mars,False,D/171/P,TRAPPIST-1e,48.0,False,581.0,6.0,1.0,158.0,0.0,Guanch Ste,0,Guanch,Ste,D,171,P
5388_01,Earth,True,G/871/S,TRAPPIST-1e,10.0,False,0.0,0.0,0.0,-256.5046085812737,0.0,Stene Chaellerty,1,Stene,Chaellerty,G,871,S
5389_01,Mars,False,F/1106/P,TRAPPIST-1e,27.0,False,2.0,0.0,1320.0,0.0,26.0,Rose Prity,1,Rose,Prity,F,1106,P
5389_02,Mars,False,F/1106/P,TRAPPIST-1e,32.0,*MISSING*,2497.0,0.0,101.0,0.0,0.0,Swink Prity,0,Swink,Prity,F,1106,P
5390_01,Earth,True,G/872/S,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,Rosean Owerson,1,Rosean,Owerson,G,872,S
5390_02,Earth,True,G/872/S,PSO J318.5-22,20.0,False,0.0,0.0,0.0,0.0,0.0,Mayne Owerson,1,Mayne,Owerson,G,872,S
5390_03,Earth,False,F/1032/S,TRAPPIST-1e,48.0,False,83.0,110.0,0.0,690.0,8.0,Brank Owerson,1,Brank,Owerson,F,1032,S
5392_01,Mars,False,E/343/S,TRAPPIST-1e,35.0,True,628.0,6.0,528.0,136.0,0.0,Zelowl Stik,0,Zelowl,Stik,E,343,S
5394_01,Mars,False,D/172/P,TRAPPIST-1e,14.0,False,246.0,0.0,2153.0,0.0,0.0,Coakey Nanie,1,Coakey,Nanie,D,172,P
5395_01,Mars,False,D/173/P,TRAPPIST-1e,28.0,False,4.0,0.0,2574.0,0.0,0.0,Fruik Traie,1,Fruik,Traie,D,173,P
5396_01,Mars,False,F/1109/P,TRAPPIST-1e,29.081984822468947,False,743.0,378.0,8.0,0.0,0.0,Rowl Flaie,0,Rowl,Flaie,F,1109,P
5397_01,Mars,True,D/162/S,TRAPPIST-1e,42.0,False,0.0,0.0,0.0,0.0,0.0,Rish Jamai,1,Rish,Jamai,D,162,S
5397_02,Mars,True,D/162/S,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,Quid Jamai,1,Quid,Jamai,D,162,S
5397_03,Mars,True,D/162/S,55 Cancri e,30.0,False,0.0,0.0,0.0,0.0,0.0,Sps Jamai,1,Sps,Jamai,D,162,S
5401_01,Earth,False,G/869/P,TRAPPIST-1e,44.0,False,0.0,0.0,5.0,30.0,777.0,Shalle Savaraldez,0,Shalle,Savaraldez,G,869,P
5402_01,Mars,False,F/1034/S,TRAPPIST-1e,40.0,*MISSING*,1269.0,0.0,75.0,0.0,4.0,Cupers Erpie,0,Cupers,Erpie,F,1034,S
5404_01,Earth,False,F/1111/P,TRAPPIST-1e,38.0,False,766.0,38.0,0.0,0.0,0.0,Bettie Gentledges,0,Bettie,Gentledges,F,1111,P
5406_01,*MISSING*,False,F/1035/S,PSO J318.5-22,22.0,*MISSING*,2.0,46.0,0.0,483.0,67.0,Shally Langatein,0,Shally,Langatein,F,1035,S
5408_01,Mars,False,D/174/P,TRAPPIST-1e,32.0,False,1781.0,0.0,654.0,580.0,0.0,Moss Gene,0,Moss,Gene,D,174,P
5408_02,Mars,False,D/174/P,TRAPPIST-1e,16.0,False,2116.0,0.0,350.0,0.0,901.0,Felios Gene,0,Felios,Gene,D,174,P
5410_01,Mars,False,D/163/S,TRAPPIST-1e,33.0,False,748.0,130.0,1047.0,458.0,0.0,Sweal Frasp,0,Sweal,Frasp,D,163,S
5411_01,Europa,False,B/206/S,TRAPPIST-1e,38.0,False,20.0,3960.0,153.0,280.0,1674.0,Alrakan Scoudelle,0,Alrakan,Scoudelle,B,206,S
5412_01,Earth,*MISSING*,G/870/P,TRAPPIST-1e,23.0,False,0.0,806.0,0.0,2.0,0.0,Erie Patthews,1,Erie,Patthews,G,870,P
5413_01,Earth,False,G/871/P,TRAPPIST-1e,16.0,False,3.0,595.0,0.0,9.0,321.0,Lorey Boyerson,1,Lorey,Boyerson,G,871,P
5414_01,Earth,False,G/872/P,PSO J318.5-22,16.0,False,481.0,0.0,166.0,0.0,122.0,Leen Buckentry,0,Leen,Buckentry,G,872,P
5414_02,Earth,False,G/872/P,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,Bryany Buckentry,0,Bryany,Buckentry,G,872,P
5414_03,Earth,False,F/1112/P,TRAPPIST-1e,22.0,False,0.0,824.0,0.0,0.0,411.0,Chelsa Buckentry,0,Chelsa,Buckentry,F,1112,P
5414_04,Earth,False,F/1112/P,TRAPPIST-1e,43.0,False,0.0,0.0,0.0,0.0,1544.0,Eduana Buckentry,0,Eduana,Buckentry,F,1112,P
5414_05,Earth,True,G/872/P,PSO J318.5-22,20.0,False,0.0,0.0,0.0,0.0,0.0,Becca Buckentry,1,Becca,Buckentry,G,872,P
5415_01,Earth,False,F/1113/P,TRAPPIST-1e,22.0,False,0.0,747.0,8.0,0.0,314.0,Lynez Hartz,0,Lynez,Hartz,F,1113,P
5416_01,Mars,False,F/1114/P,TRAPPIST-1e,0.0,False,0.0,385.5646860925633,0.0,0.0,0.0,Wees Saf,1,Wees,Saf,F,1114,P
5416_02,Mars,False,E/340/P,TRAPPIST-1e,30.0,False,138.0,0.0,208.0,952.0,0.0,Pos Saf,0,Pos,Saf,E,340,P
5416_03,Mars,True,F/1114/P,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,Ech Saf,1,Ech,Saf,F,1114,P
5416_04,Mars,False,F/1114/P,55 Cancri e,0.0,False,0.0,0.0,164.87108692244078,0.0,0.0,Toats Saf,1,Toats,Saf,F,1114,P
5418_01,Mars,*MISSING*,E/349/S,TRAPPIST-1e,41.0,False,164.0,0.0,1115.0,1.0,18.0,Naffsh Burta,0,Naffsh,Burta,E,349,S
5420_01,Earth,False,F/1036/S,TRAPPIST-1e,39.0,False,0.0,829.0,0.0,1.0,0.0,Gayla Merrelliss,1,Gayla,Merrelliss,F,1036,S
5421_01,Earth,False,G/873/S,TRAPPIST-1e,37.0,False,389.0,0.0,1.0,3369.0,3.0,Carlie Steinardson,0,Carlie,Steinardson,G,873,S
5422_01,Europa,True,D/164/S,55 Cancri e,26.0,False,0.0,0.0,0.0,445.20461657455763,0.0,Pleion Sperap,1,Pleion,Sperap,D,164,S
5423_01,Mars,False,F/1116/P,TRAPPIST-1e,49.0,False,552.0,0.0,7.0,0.0,183.0,Almone Prine,0,Almone,Prine,F,1116,P
5423_02,Mars,False,E/341/P,TRAPPIST-1e,28.0,False,142.0,0.0,1878.0,62.0,0.0,Cranch Prine,1,Cranch,Prine,E,341,P
5424_01,Mars,False,F/1117/P,PSO J318.5-22,13.0,False,358.0,65.0,599.0,676.0,0.0,Chtios Dal,0,Chtios,Dal,F,1117,P
5424_02,*MISSING*,False,E/342/P,TRAPPIST-1e,64.0,False,469.0,700.0,2.0,1.0,0.0,Docks Dal,0,Docks,Dal,E,342,P
5425_01,Earth,False,F/1037/S,PSO J318.5-22,24.0,False,1.0,0.0,11.0,0.0,734.0,*MISSING*,0,*MISSING*,*MISSING*,F,1037,S
5427_01,*MISSING*,True,F/1118/P,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,Frohs Stie,1,Frohs,Stie,F,1118,P
5427_02,Mars,False,F/1118/P,TRAPPIST-1e,18.0,False,3458.0,0.0,216.0,0.0,0.0,Panbug Blane,0,Panbug,Blane,F,1118,P
5427_03,Mars,False,F/1118/P,TRAPPIST-1e,25.0,False,948.0,0.0,1.0,170.0,0.0,Craird Stie,0,Craird,Stie,F,1118,P
5430_01,Earth,True,G/873/P,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,Inette Colomonson,0,Inette,Colomonson,G,873,P
5431_01,Earth,False,E/350/S,55 Cancri e,33.0,False,2.0,0.0,0.0,266.25994363096004,720.0,Joycey Wheelez,1,Joycey,Wheelez,E,350,S
5434_01,Earth,True,G/874/P,TRAPPIST-1e,23.27188696011264,*MISSING*,0.0,0.0,0.0,0.0,0.0,Harvin Garnes,1,Harvin,Garnes,G,874,P
5435_01,Mars,False,F/1121/P,TRAPPIST-1e,50.0,False,846.0,0.0,280.0,280.0,0.0,Fal Blane,0,Fal,Blane,F,1121,P
5436_01,Earth,False,*MISSING*,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,2.0,827.0,Idace Gilleranks,0,Idace,Gilleranks,*MISSING*,*MISSING*,*MISSING*
5437_01,Mars,False,F/1123/P,TRAPPIST-1e,44.0,False,1267.0,18.0,0.0,3.0,0.0,Naffsh Soun,1,Naffsh,Soun,F,1123,P
5438_01,Earth,True,G/875/P,PSO J318.5-22,52.0,False,0.0,0.0,0.0,0.0,0.0,Eriky Puckley,0,Eriky,Puckley,G,875,P
5440_01,Earth,True,G/875/S,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,Teryla Beckeey,1,Teryla,Beckeey,G,875,S
5440_02,Earth,False,F/1041/S,55 Cancri e,30.0,False,0.0,59.0,18.0,639.0,0.0,Crisey Beckeey,0,Crisey,Beckeey,F,1041,S
5440_03,Earth,False,F/1041/S,TRAPPIST-1e,27.0,False,1109.0,0.0,0.0,0.0,0.0,Briney Beckeey,0,Briney,Beckeey,F,1041,S
5441_01,Europa,True,B/207/S,55 Cancri e,24.0,False,0.0,0.0,0.0,0.0,0.0,Raston Spoilling,1,Raston,Spoilling,B,207,S
5443_01,Earth,False,F/1124/P,55 Cancri e,13.0,False,4.0,99.0,1.0,0.0,595.0,Gabrie Hickley,0,Gabrie,Hickley,F,1124,P
5445_01,*MISSING*,False,F/1125/P,TRAPPIST-1e,61.0,False,0.0,53.0,813.0,3.0,0.0,Min Alfordonard,0,Min,Alfordonard,F,1125,P
5446_01,Earth,True,G/876/P,TRAPPIST-1e,32.0,False,0.0,0.0,164.97241403438304,0.0,0.0,Jandy Bucknersony,1,Jandy,Bucknersony,G,876,P
5447_01,Mars,True,F/1126/P,55 Cancri e,17.0,False,0.0,0.0,0.0,0.0,0.0,Sug Dutty,1,Sug,Dutty,F,1126,P
5447_02,Mars,*MISSING*,F/1126/P,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,Poselk Coune,1,Poselk,Coune,F,1126,P
5450_01,Earth,True,G/877/P,PSO J318.5-22,16.0,False,0.0,0.0,0.0,0.0,0.0,Samany Keithunts,1,Samany,Keithunts,G,877,P
5451_01,*MISSING*,False,F/1127/P,PSO J318.5-22,21.0,False,0.0,697.0,0.0,0.0,0.0,Adrie Rodger,1,Adrie,Rodger,F,1127,P
5452_01,Europa,*MISSING*,C/212/S,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,Eleb Mander,1,Eleb,Mander,C,212,S
5453_01,Earth,False,F/1044/S,55 Cancri e,28.0,False,0.0,9.0,0.0,1114.0,5.0,Elson Gallencis,0,Elson,Gallencis,F,1044,S
5454_01,Mars,False,E/343/P,TRAPPIST-1e,30.389741905272523,False,848.0,1497.0,2.0,0.0,0.0,Oark Krake,0,Oark,Krake,E,343,P
5455_01,Mars,False,E/344/P,55 Cancri e,13.0,False,9920.0,0.0,180.0,130.0,571.0,Varkes Nate,0,Varkes,Nate,E,344,P
5457_01,Earth,False,F/1129/P,TRAPPIST-1e,39.0,False,0.0,1.0,0.0,739.0,0.0,Elson Horners,0,Elson,Horners,F,1129,P
5458_01,Earth,False,E/351/S,TRAPPIST-1e,24.0,False,0.0,0.0,980.0,7.0,0.0,Wandy Diazarez,0,Wandy,Diazarez,E,351,S
5459_01,Europa,False,C/213/S,TRAPPIST-1e,38.0,False,0.0,347.0,0.0,1545.0,2187.0,Jabbab Stoile,0,Jabbab,Stoile,C,213,S
5462_01,Mars,False,F/1131/P,TRAPPIST-1e,20.0,False,489.0,126.0,663.0,214.0,0.0,Laptin Part,0,Laptin,Part,F,1131,P
5463_01,Earth,False,F/1045/S,TRAPPIST-1e,21.0,False,724.0,0.0,0.0,0.0,0.0,Laude Balderts,1,Laude,Balderts,F,1045,S
5465_01,Mars,False,F/1132/P,TRAPPIST-1e,27.0,False,1.0,1.0,2196.0,372.0,0.0,Sugaly Chité,0,Sugaly,Chité,F,1132,P
5465_02,*MISSING*,False,F/1132/P,TRAPPIST-1e,49.0,False,226.0,11.0,2.0,1580.0,0.0,Cings Chité,0,Cings,Chité,F,1132,P
5465_03,Mars,True,F/1132/P,TRAPPIST-1e,6.0,False,0.0,0.0,0.0,0.0,0.0,Jacks Chité,1,Jacks,Chité,F,1132,P
5466_01,Europa,True,B/185/P,55 Cancri e,41.0,False,0.0,0.0,0.0,0.0,0.0,Mesons Matoltuble,1,Mesons,Matoltuble,B,185,P
5466_02,Europa,False,B/185/P,55 Cancri e,33.0,True,0.0,1473.0,1089.0,5700.0,1466.0,Menkin Boltund,0,Menkin,Boltund,B,185,P
5466_03,Europa,False,B/185/P,TRAPPIST-1e,6.0,False,0.0,0.0,0.0,0.0,0.0,Alballa Boltund,1,Alballa,Boltund,B,185,P
5466_04,Europa,False,B/185/P,55 Cancri e,35.0,False,0.0,4618.0,0.0,324.0,12061.0,Asterf Boltund,0,Asterf,Boltund,B,185,P
5466_05,Europa,False,B/185/P,TRAPPIST-1e,46.0,False,0.0,4524.0,117.07252212404092,243.0,7730.0,Bahyon Matoltuble,0,Bahyon,Matoltuble,B,185,P
5467_01,Earth,False,F/1046/S,TRAPPIST-1e,31.0,False,2703.0,21.0,0.0,0.0,1.0,Evenna Garden,0,Evenna,Garden,F,1046,S
5468_01,Europa,True,B/208/S,TRAPPIST-1e,32.0,*MISSING*,0.0,0.0,0.0,0.0,0.0,Brafirk Unprive,1,Brafirk,Unprive,B,208,S
5469_01,Europa,True,A/50/P,55 Cancri e,31.0,False,-81.10656422385802,0.0,0.0,0.0,0.0,Keidhma Subateful,1,Keidhma,Subateful,A,50,P
5470_01,Earth,True,G/878/P,TRAPPIST-1e,20.0,False,-126.36103933175326,0.0,0.0,0.0,0.0,Franda Vales,0,Franda,Vales,G,878,P
5471_01,Earth,False,G/877/S,TRAPPIST-1e,57.0,False,685.0,585.556117578921,0.0,0.0,366.698481531586,Jeanie Loway,0,Jeanie,Loway,G,877,S
5472_01,Earth,False,F/1047/S,PSO J318.5-22,37.0,False,0.0,0.0,559.0,11.0,0.0,Jacque Andley,1,Jacque,Andley,F,1047,S
5474_01,Earth,True,*MISSING*,TRAPPIST-1e,21.0,False,0.0,0.0,164.93727077353398,0.0,0.0,Thew Strony,1,Thew,Strony,*MISSING*,*MISSING*,*MISSING*
